,schedule_season,schedule_month,schedule_week,Total_Score,over_under_line,Week_Day,Dome_Game,Over_Total_Score_Line,Number_States
547,2014,9,3,56.0,42.5,6,0,1,1
548,2014,9,3,40.0,44.5,6,0,0,1
549,2014,9,3,44.0,43.0,6,0,1,1
550,2014,9,3,26.0,52.0,6,1,0,1
551,2014,9,3,61.0,45.0,6,0,1,1
552,2014,9,3,49.0,42.5,6,0,1,1
553,2014,9,3,25.0,47.0,6,0,0,1
554,2014,9,3,29.0,49.5,6,1,0,1
555,2014,9,3,47.0,41.5,6,0,1,1
556,2014,9,3,71.0,50.0,6,0,1,1
557,2014,9,3,46.0,48.0,6,0,0,1
558,2014,9,3,65.0,45.0,6,1,1,1
559,2014,9,3,46.0,45.0,0,0,1,1
560,2014,9,4,59.0,44.5,3,0,1,1
561,2014,9,4,48.0,42.0,6,0,1,1
562,2014,9,4,55.0,51.0,6,0,1,1
563,2014,9,4,55.0,54.0,6,1,1,1
564,2014,9,4,40.0,44.0,6,1,0,1
565,2014,9,4,58.0,46.0,6,1,1,1
566,2014,9,4,69.0,47.5,6,0,1,1
567,2014,9,4,41.0,44.0,6,0,0,1
568,2014,9,4,52.0,41.0,6,0,1,1
569,2014,9,4,51.0,45.0,6,0,1,1
570,2014,9,4,47.0,44.5,6,0,1,1
571,2014,9,4,47.0,49.5,6,0,0,1
572,2014,9,4,55.0,45.5,0,0,1,1
573,2014,10,5,52.0,46.5,3,0,1,1
574,2014,10,5,55.0,47.0,6,0,1,1
575,2014,10,5,37.0,48.0,6,1,0,1
576,2014,10,5,61.0,47.5,6,0,1,1
577,2014,10,5,31.0,43.5,6,1,0,1
578,2014,10,5,33.0,49.5,6,1,0,1
579,2014,10,5,26.0,47.5,6,0,0,1
580,2014,10,5,60.0,46.5,6,0,1,1
581,2014,10,5,68.0,48.0,6,1,1,1
582,2014,10,5,50.0,50.5,6,0,0,1
583,2014,10,5,62.0,48.0,6,0,1,1
584,2014,10,5,31.0,44.5,6,0,0,1
585,2014,10,5,39.0,43.5,6,0,0,1
586,2014,10,5,57.0,44.0,6,0,1,1
587,2014,10,5,44.0,46.0,0,0,0,1
588,2014,10,6,61.0,46.0,3,1,1,1
589,2014,10,6,50.0,46.5,6,1,1,1
590,2014,10,6,40.0,56.0,6,1,0,1
591,2014,10,6,59.0,44.5,6,0,1,1
592,2014,10,6,74.0,44.0,6,0,1,1
593,2014,10,6,41.0,46.5,6,0,0,1
594,2014,10,6,51.0,47.0,6,0,1,1
595,2014,10,6,20.0,43.0,6,0,0,1
596,2014,10,6,48.0,47.5,6,0,1,1
597,2014,10,6,59.0,44.0,6,0,1,1
598,2014,10,6,27.0,51.0,6,0,0,1
599,2014,10,6,53.0,47.0,6,0,1,1
600,2014,10,6,65.0,44.5,6,0,1,1
601,2014,10,6,30.0,42.5,6,0,0,1
602,2014,10,6,48.0,44.5,0,1,1,1
603,2014,10,7,52.0,44.5,3,0,1,1
604,2014,10,7,36.0,50.0,6,0,0,1
605,2014,10,7,33.0,43.0,6,0,0,1
606,2014,10,7,41.0,48.0,6,0,0,1
607,2014,10,7,52.0,47.0,6,1,1,1
608,2014,10,7,59.0,48.5,6,0,1,1
609,2014,10,7,47.0,46.5,6,1,1,1
610,2014,10,7,55.0,49.5,6,0,1,1
611,2014,10,7,27.0,50.5,6,1,0,1
612,2014,10,7,30.0,45.0,6,0,0,1
613,2014,10,7,37.0,46.5,6,0,0,1
614,2014,10,7,43.0,46.0,6,0,0,1
615,2014,10,7,54.0,43.5,6,1,1,1
616,2014,10,7,36.0,46.5,6,0,0,1
617,2014,10,7,53.0,44.5,0,0,1,1
618,2014,10,8,56.0,51.0,3,0,1,1
619,2014,10,8,44.0,48.5,6,1,0,1
620,2014,10,8,43.0,45.5,6,0,0,1
621,2014,10,8,22.0,45.0,6,0,0,1
622,2014,10,8,51.0,44.5,6,0,1,1
623,2014,10,8,36.0,44.5,6,0,0,1
624,2014,10,8,40.0,42.0,6,0,0,1
625,2014,10,8,41.0,44.0,6,0,0,1
626,2014,10,8,74.0,52.0,6,0,1,1
627,2014,10,8,67.0,55.5,6,1,1,1
628,2014,10,8,66.0,40.5,6,0,1,1
629,2014,10,8,85.0,48.5,6,0,1,1
630,2014,10,8,32.0,43.0,6,0,0,1
631,2014,10,8,46.0,43.0,6,0,1,1
632,2014,10,8,37.0,49.0,0,1,0,1
633,2014,10,9,38.0,49.0,3,0,0,1
634,2014,11,9,56.0,43.5,6,0,1,1
635,2014,11,9,39.0,44.0,6,0,0,1
636,2014,11,9,45.0,45.0,6,1,0,1
637,2014,11,9,52.0,48.5,6,1,1,1
638,2014,11,9,34.0,41.5,6,0,0,1
639,2014,11,9,37.0,45.0,6,0,0,1
640,2014,11,9,55.0,44.0,6,0,1,1
641,2014,11,9,64.0,53.0,6,0,1,1
642,2014,11,9,66.0,48.0,6,0,1,1
643,2014,11,9,23.0,44.0,6,0,0,1
644,2014,11,9,54.0,44.0,6,0,1,1
645,2014,11,9,64.0,51.5,0,0,1,1
646,2014,11,10,27.0,46.0,3,0,0,1
647,2014,11,10,45.0,43.5,6,1,1,1
648,2014,11,10,28.0,44.0,6,0,0,1
649,2014,11,10,30.0,42.0,6,0,0,1
650,2014,11,10,36.0,43.0,6,1,0,1
651,2014,11,10,69.0,54.0,6,0,1,1
652,2014,11,10,48.0,45.0,6,0,1,1
653,2014,11,10,51.0,49.5,6,1,1,1
654,2014,11,10,33.0,47.0,6,0,0,1
655,2014,11,10,58.0,51.0,6,0,1,1
656,2014,11,10,55.0,45.0,6,0,1,1
657,2014,11,10,44.0,47.0,6,0,0,1
658,2014,11,10,66.0,48.5,0,0,1,1
659,2014,11,11,31.0,41.0,3,0,0,1
660,2014,11,11,20.0,41.5,6,1,0,1
661,2014,11,11,36.0,47.0,6,0,0,1
662,2014,11,11,34.0,46.5,6,0,0,1
663,2014,11,11,30.0,42.0,6,0,0,1
664,2014,11,11,73.0,55.5,6,0,1,1
665,2014,11,11,62.0,59.0,6,1,1,1
666,2014,11,11,44.0,43.5,6,0,1,1
667,2014,11,11,37.0,51.5,6,1,0,1
668,2014,11,11,26.0,45.0,6,0,0,1
669,2014,11,11,19.0,45.5,6,0,0,1
670,2014,11,11,29.0,50.0,6,1,0,1
671,2014,11,11,34.0,46.0,6,0,0,1
672,2014,11,11,51.0,46.0,0,0,1,1
673,2014,11,12,44.0,42.0,3,0,1,1
674,2014,11,12,50.0,48.5,6,1,1,1
675,2014,11,12,34.0,46.5,6,0,0,1
676,2014,11,12,75.0,47.5,6,0,1,1
677,2014,11,12,35.0,44.5,6,1,0,1
678,2014,11,12,26.0,49.5,6,1,0,1
679,2014,11,12,45.0,49.5,6,0,0,1
680,2014,11,12,43.0,47.5,6,0,0,1
681,2014,11,12,59.0,49.0,6,0,1,1
682,2014,11,12,67.0,49.0,6,0,1,1
683,2014,11,12,51.0,43.5,6,0,1,1
684,2014,11,12,30.0,44.0,6,0,0,1
685,2014,11,12,22.0,41.5,6,0,0,1
686,2014,11,12,41.0,42.5,0,1,0,1
687,2014,11,12,61.0,50.5,0,1,1,1
688,2014,11,13,43.0,57.0,3,1,0,1
689,2014,11,13,51.0,46.0,3,1,1,1
690,2014,11,13,22.0,40.5,3,0,0,1
691,2014,11,13,47.0,45.0,6,1,1,1
692,2014,11,13,67.0,46.0,6,0,1,1
693,2014,11,13,36.0,42.0,6,0,0,1
694,2014,11,13,47.0,58.0,6,0,0,1
695,2014,11,13,66.0,42.5,6,1,1,1
696,2014,11,13,76.0,49.0,6,1,1,1
697,2014,11,13,49.0,44.0,6,0,1,1
698,2014,11,13,45.0,49.5,6,0,0,1
699,2014,11,13,44.0,41.5,6,0,1,1
700,2014,11,13,67.0,54.5,6,0,1,1
701,2014,11,13,52.0,43.0,6,1,1,1
702,2014,11,13,27.0,43.5,6,0,0,1
703,2014,12,13,29.0,41.5,0,0,0,1
704,2014,12,14,69.0,50.0,3,0,1,1
705,2014,12,14,31.0,41.0,6,1,0,1
706,2014,12,14,63.0,47.5,6,0,1,1
707,2014,12,14,49.0,50.0,6,0,0,1
708,2014,12,14,41.0,47.0,6,0,0,1
709,2014,12,14,51.0,42.0,6,1,1,1
710,2014,12,14,40.0,42.0,6,0,0,1
711,2014,12,14,41.0,45.0,6,0,0,1
712,2014,12,14,54.0,40.0,6,0,1,1
713,2014,12,14,51.0,50.5,6,1,1,1
714,2014,12,14,37.0,40.5,6,0,0,1
715,2014,12,14,38.0,48.0,6,0,0,1
716,2014,12,14,37.0,54.0,6,0,0,1
717,2014,12,14,43.0,46.5,6,0,0,1
718,2014,12,14,24.0,44.5,6,0,0,1
719,2014,12,14,80.0,55.0,0,0,1,1
720,2014,12,15,18.0,40.5,3,1,0,1
721,2014,12,15,47.0,55.5,6,1,0,1
722,2014,12,15,32.0,44.5,6,0,0,1
723,2014,12,15,34.0,50.0,6,0,0,1
724,2014,12,15,36.0,41.5,6,0,0,1
725,2014,12,15,30.0,43.5,6,0,0,1
726,2014,12,15,30.0,42.0,6,1,0,1
727,2014,12,15,27.0,49.0,6,1,0,1
728,2014,12,15,44.0,41.5,6,0,1,1
729,2014,12,15,54.0,48.0,6,0,1,1
730,2014,12,15,37.0,46.5,6,0,0,1
731,2014,12,15,65.0,55.0,6,0,1,1
732,2014,12,15,32.0,49.5,6,0,0,1
733,2014,12,15,24.0,38.5,6,0,0,1
734,2014,12,15,27.0,41.5,6,0,0,1
735,2014,12,15,46.0,53.5,0,0,0,1
736,2014,12,16,34.0,39.0,3,0,0,1
737,2014,12,16,73.0,40.5,5,0,1,1
738,2014,12,16,51.0,51.0,5,0,0,1
739,2014,12,16,41.0,36.5,6,1,1,1
740,2014,12,16,30.0,40.0,6,0,0,1
741,2014,12,16,34.0,44.5,6,0,0,1
742,2014,12,16,49.0,53.5,6,1,0,1
743,2014,12,16,38.0,41.5,6,1,0,1
744,2014,12,16,72.0,42.5,6,0,1,1
745,2014,12,16,44.0,56.0,6,1,0,1
746,2014,12,16,33.0,47.0,6,0,0,1
747,2014,12,16,50.0,41.5,6,0,1,1
748,2014,12,16,32.0,49.5,6,0,0,1
749,2014,12,16,64.0,43.5,6,1,1,1
750,2014,12,16,23.0,49.0,6,0,0,1
751,2014,12,16,65.0,47.5,0,0,1,1
752,2014,12,17,37.0,48.0,6,1,0,1
753,2014,12,17,30.0,40.0,6,0,0,1
754,2014,12,17,61.0,48.5,6,0,1,1
755,2014,12,17,50.0,47.0,6,0,1,1
756,2014,12,17,40.0,38.5,6,1,1,1
757,2014,12,17,26.0,42.0,6,0,0,1
758,2014,12,17,61.0,41.0,6,0,1,1
759,2014,12,17,22.0,47.5,6,0,0,1
760,2014,12,17,26.0,43.5,6,0,0,1
761,2014,12,17,60.0,52.0,6,0,1,1
762,2014,12,17,44.0,48.5,6,0,0,1
763,2014,12,17,37.0,37.5,6,0,0,1
764,2014,12,17,26.0,41.5,6,0,0,1
765,2014,12,17,43.0,46.5,6,0,0,1
766,2014,12,17,37.0,46.5,6,0,0,1
767,2014,12,17,61.0,47.5,6,0,1,1
768,2015,9,1,49.0,51.0,3,0,0,1
769,2015,9,1,50.0,48.5,6,1,1,1
770,2015,9,1,41.0,44.5,6,0,0,1
771,2015,9,1,54.0,48.5,6,0,1,1
772,2015,9,1,53.0,52.5,6,1,1,1
773,2015,9,1,32.0,46.5,6,0,0,1
774,2015,9,1,47.0,40.5,6,1,1,1
775,2015,9,1,29.0,41.0,6,0,0,1
776,2015,9,1,41.0,38.5,6,0,1,1
777,2015,9,1,46.0,43.0,6,0,1,1
778,2015,9,1,61.0,45.5,6,0,1,1
779,2015,9,1,65.0,41.0,6,1,1,1
780,2015,9,1,56.0,40.5,6,0,1,1
781,2015,9,1,27.0,45.5,6,0,0,1
782,2015,9,1,50.0,56.0,0,1,0,1
783,2015,9,1,23.0,42.5,0,0,0,1
784,2015,9,2,55.0,42.0,3,0,1,1
785,2015,9,2,72.0,44.5,6,0,1,1
786,2015,9,2,41.0,41.0,6,0,0,1
787,2015,9,2,71.0,46.0,6,0,1,1
788,2015,9,2,43.0,48.0,6,0,0,1
789,2015,9,2,42.0,41.0,6,0,1,1
790,2015,9,2,44.0,49.5,6,0,0,1
791,2015,9,2,43.0,42.0,6,0,1,1
792,2015,9,2,42.0,44.0,6,0,0,1
793,2015,9,2,45.0,47.0,6,1,0,1
794,2015,9,2,44.0,50.0,6,0,0,1
795,2015,9,2,70.0,42.0,6,0,1,1
796,2015,9,2,30.0,54.0,6,0,0,1
797,2015,9,2,61.0,46.0,6,0,1,1
798,2015,9,2,34.0,41.0,6,0,0,1
799,2015,9,2,27.0,46.0,0,1,0,1
800,2015,9,3,53.0,45.0,3,0,1,1
801,2015,9,3,54.0,45.0,6,1,1,1
802,2015,9,3,52.0,45.5,6,0,1,1
803,2015,9,3,49.0,43.0,6,0,1,1
804,2015,9,3,47.0,44.0,6,0,1,1
805,2015,9,3,67.0,43.5,6,1,1,1
806,2015,9,3,36.0,45.0,6,1,0,1
807,2015,9,3,28.0,41.0,6,1,0,1
808,2015,9,3,55.0,43.5,6,0,1,1
809,2015,9,3,45.0,45.5,6,0,0,1
810,2015,9,3,68.0,49.0,6,0,1,1
811,2015,9,3,41.0,47.0,6,0,0,1
812,2015,9,3,26.0,43.5,6,0,0,1
813,2015,9,3,18.0,48.5,6,1,0,1
814,2015,9,3,68.0,46.5,6,0,1,1
815,2015,9,3,66.0,47.5,0,0,1,1
816,2015,10,4,43.0,44.0,3,0,0,1
817,2015,10,4,46.0,43.5,6,1,1,1
818,2015,10,4,69.0,47.5,6,1,1,1
819,2015,10,4,34.0,46.5,6,0,0,1
820,2015,10,4,42.0,44.5,6,0,0,1
821,2015,10,4,57.0,45.0,6,0,1,1
822,2015,10,4,43.0,43.5,6,0,0,1
823,2015,10,4,29.0,43.5,6,1,0,1
824,2015,10,4,41.0,42.5,6,0,0,1
825,2015,10,4,46.0,48.5,6,1,0,1
826,2015,10,4,57.0,44.5,6,0,1,1
827,2015,10,4,20.0,48.0,6,0,0,1
828,2015,10,4,60.0,40.5,6,0,1,1
829,2015,10,4,43.0,45.5,6,0,0,1
830,2015,10,4,23.0,43.0,0,0,0,1
831,2015,10,5,47.0,41.0,3,1,1,1
832,2015,10,5,44.0,48.5,6,1,0,1
833,2015,10,5,63.0,43.0,6,0,1,1
834,2015,10,5,51.0,44.5,6,0,1,1
835,2015,10,5,36.0,50.5,6,1,0,1
836,2015,10,5,59.0,46.0,6,1,1,1
837,2015,10,5,34.0,46.0,6,0,0,1
838,2015,10,5,35.0,44.5,6,0,0,1
839,2015,10,5,57.0,44.0,6,0,1,1
840,2015,10,5,26.0,45.0,6,0,0,1
841,2015,10,5,56.0,49.5,6,0,1,1
842,2015,10,5,69.0,41.5,6,0,1,1
843,2015,10,5,27.0,43.0,6,0,0,1
844,2015,10,5,44.0,45.5,0,0,0,1
845,2015,10,6,52.0,52.5,3,1,0,1
846,2015,10,6,55.0,42.0,6,0,1,1
847,2015,10,6,49.0,42.0,6,0,1,1
848,2015,10,6,71.0,45.5,6,1,1,1
849,2015,10,6,47.0,50.5,6,0,0,1
850,2015,10,6,61.0,54.0,6,1,1,1
851,2015,10,6,51.0,43.0,6,0,1,1
852,2015,10,6,26.0,43.0,6,0,0,1
853,2015,10,6,54.0,40.0,6,0,1,1
854,2015,10,6,38.0,45.0,6,0,0,1
855,2015,10,6,45.0,43.5,6,0,1,1
856,2015,10,6,50.0,41.0,6,0,1,1
857,2015,10,6,48.0,43.5,6,0,1,1
858,2015,10,6,34.0,50.5,0,0,0,1
859,2015,10,7,23.0,42.0,3,0,0,1
860,2015,10,7,43.0,46.0,6,0,0,1
861,2015,10,7,47.0,45.0,6,1,1,1
862,2015,10,7,48.0,53.0,6,1,0,1
863,2015,10,7,65.0,41.5,6,0,1,1
864,2015,10,7,36.0,41.5,6,0,0,1
865,2015,10,7,70.0,45.5,6,0,1,1
866,2015,10,7,53.0,47.5,6,0,1,1
867,2015,10,7,47.0,44.5,6,0,1,1
868,2015,10,7,66.0,48.5,6,0,1,1
869,2015,10,7,30.0,44.0,6,1,0,1
870,2015,10,7,17.0,45.5,6,0,0,1
871,2015,10,7,61.0,41.5,6,0,1,1
872,2015,10,7,44.0,49.5,0,1,0,1
873,2015,10,8,43.0,51.5,3,0,0,1
874,2015,11,8,43.0,47.5,6,1,0,1
875,2015,11,8,55.0,50.5,6,0,1,1
876,2015,11,8,43.0,44.0,6,0,0,1
877,2015,11,8,54.0,46.0,6,0,1,1
878,2015,11,8,25.0,41.5,6,1,0,1
879,2015,11,8,39.0,45.5,6,0,0,1
880,2015,11,8,26.0,43.0,6,1,0,1
881,2015,11,8,55.0,45.0,6,0,1,1
882,2015,11,8,101.0,52.0,6,1,1,1
883,2015,11,8,54.0,44.0,6,0,1,1
884,2015,11,8,26.0,49.5,6,0,0,1
885,2015,11,8,33.0,41.0,6,1,0,1
886,2015,11,8,55.0,45.5,0,0,1,1
887,2015,11,9,41.0,46.0,3,0,0,1
888,2015,11,9,50.0,44.0,6,0,1,1
889,2015,11,9,66.0,46.0,6,0,1,1
890,2015,11,9,60.0,44.0,6,1,1,1
891,2015,11,9,51.0,45.5,6,1,1,1
892,2015,11,9,39.0,40.0,6,0,0,1
893,2015,11,9,37.0,51.5,6,0,0,1
894,2015,11,9,62.0,50.0,6,1,1,1
895,2015,11,9,51.0,42.5,6,0,1,1
896,2015,11,9,73.0,48.0,6,0,1,1
897,2015,11,9,33.0,43.5,6,0,0,1
898,2015,11,9,50.0,49.0,6,0,1,1
899,2015,11,9,41.0,49.5,0,0,0,1
900,2015,11,10,39.0,42.0,3,0,0,1
901,2015,11,10,42.0,47.0,6,0,0,1
902,2015,11,10,42.0,42.0,6,0,0,1
903,2015,11,10,34.0,50.0,6,0,0,1
904,2015,11,10,53.0,52.5,6,0,1,1
905,2015,11,10,44.0,44.0,6,0,0,1
906,2015,11,10,39.0,49.5,6,0,0,1
907,2015,11,10,39.0,43.0,6,0,0,1
908,2015,11,10,71.0,43.5,6,0,1,1
909,2015,11,10,50.0,42.5,6,1,1,1
910,2015,11,10,16.0,43.5,6,0,0,1
911,2015,11,10,37.0,43.0,6,0,0,1
912,2015,11,10,61.0,52.0,6,0,1,1
913,2015,11,10,16.0,46.5,0,0,0,1
914,2015,11,11,32.0,41.5,3,0,0,1
915,2015,11,11,65.0,48.0,6,1,1,1
916,2015,11,11,45.0,47.5,6,1,0,1
917,2015,11,11,29.0,41.5,6,0,0,1
918,2015,11,11,60.0,44.5,6,0,1,1
919,2015,11,11,32.0,41.5,6,0,0,1
920,2015,11,11,31.0,50.0,6,1,0,1
921,2015,11,11,41.0,40.0,6,1,1,1
922,2015,11,11,38.0,45.0,6,0,0,1
923,2015,11,11,43.0,45.0,6,0,0,1
924,2015,11,11,62.0,45.5,6,0,1,1
925,2015,11,11,36.0,45.5,6,0,0,1
926,2015,11,11,42.0,40.0,6,0,1,1
927,2015,11,11,33.0,47.5,0,0,0,1
928,2015,11,12,47.0,44.5,3,1,1,1
929,2015,11,12,59.0,47.0,3,1,1,1
930,2015,11,12,30.0,45.0,3,0,0,1
931,2015,11,12,30.0,45.0,6,1,0,1
932,2015,11,12,38.0,42.0,6,0,0,1
933,2015,11,12,54.0,43.0,6,0,1,1
934,2015,11,12,30.0,51.0,6,1,0,1
935,2015,11,12,37.0,46.5,6,1,0,1
936,2015,11,12,56.0,47.0,6,0,1,1
937,2015,11,12,52.0,41.0,6,0,1,1
938,2015,11,12,58.0,43.5,6,0,1,1
939,2015,11,12,32.0,45.0,6,0,0,1
940,2015,11,12,69.0,46.5,6,0,1,1
941,2015,11,12,45.0,45.0,6,0,0,1
942,2015,11,12,34.0,48.0,6,0,0,1
943,2015,11,12,60.0,41.0,0,0,1,1
944,2015,12,13,50.0,46.5,3,1,1,1
945,2015,12,13,51.0,42.0,6,0,1,1
946,2015,12,13,46.0,43.0,6,0,1,1
947,2015,12,13,40.0,44.0,6,0,0,1
948,2015,12,13,28.0,43.0,6,0,0,1
949,2015,12,13,45.0,43.0,6,0,1,1
950,2015,12,13,63.0,49.0,6,0,1,1
951,2015,12,13,79.0,50.5,6,1,1,1
952,2015,12,13,43.0,46.0,6,0,0,1
953,2015,12,13,54.0,45.5,6,0,1,1
954,2015,12,13,55.0,50.5,6,0,1,1
955,2015,12,13,20.0,45.0,6,0,0,1
956,2015,12,13,30.0,43.0,6,1,0,1
957,2015,12,13,42.0,46.5,6,0,0,1
958,2015,12,13,81.0,43.5,6,0,1,1
959,2015,12,13,35.0,43.5,0,0,0,1
960,2015,12,14,43.0,46.5,3,1,0,1
961,2015,12,14,41.0,42.0,6,0,0,1
962,2015,12,14,38.0,45.5,6,0,0,1
963,2015,12,14,45.0,43.5,6,0,1,1
964,2015,12,14,53.0,48.5,6,0,1,1
965,2015,12,14,34.0,43.0,6,0,0,1
966,2015,12,14,27.0,43.0,6,0,0,1
967,2015,12,14,35.0,42.5,6,0,0,1
968,2015,12,14,33.0,46.5,6,1,0,1
969,2015,12,14,67.0,46.0,6,0,1,1
970,2015,12,14,13.0,41.5,6,0,0,1
971,2015,12,14,38.0,43.0,6,0,0,1
972,2015,12,14,43.0,48.5,6,0,0,1
973,2015,12,14,35.0,41.5,6,1,0,1
974,2015,12,14,41.0,51.5,6,0,0,1
975,2015,12,14,55.0,48.0,0,0,1,1
976,2015,12,15,54.0,41.0,3,1,1,1
977,2015,12,15,35.0,41.0,5,1,0,1
978,2015,12,15,48.0,41.0,6,0,1,1
979,2015,12,15,26.0,41.5,6,1,0,1
980,2015,12,15,40.0,48.0,6,0,0,1
981,2015,12,15,55.0,44.0,6,0,1,1
982,2015,12,15,49.0,48.0,6,0,1,1
983,2015,12,15,73.0,46.5,6,0,1,1
984,2015,12,15,50.0,47.0,6,0,1,1
985,2015,12,15,57.0,51.5,6,0,1,1
986,2015,12,15,61.0,45.5,6,0,1,1
987,2015,12,15,44.0,47.0,6,0,0,1
988,2015,12,15,38.0,41.0,6,0,0,1
989,2015,12,15,43.0,45.5,6,0,0,1
990,2015,12,15,60.0,46.0,6,0,1,1
991,2015,12,15,62.0,52.0,0,1,1,1
992,2015,12,16,43.0,45.5,3,0,0,1
993,2015,12,16,62.0,48.5,5,0,1,1
994,2015,12,16,46.0,50.5,6,1,0,1
995,2015,12,16,33.0,46.0,6,1,0,1
996,2015,12,16,37.0,47.5,6,0,0,1
997,2015,12,16,22.0,42.0,6,0,0,1
998,2015,12,16,49.0,42.5,6,1,1,1
999,2015,12,16,30.0,42.5,6,0,0,1
1000,2015,12,16,30.0,44.0,6,0,0,1
1001,2015,12,16,66.0,44.5,6,0,1,1
1002,2015,12,16,65.0,53.5,6,1,1,1
1003,2015,12,16,46.0,45.5,6,0,1,1
1004,2015,12,16,40.0,42.0,6,0,0,1
1005,2015,12,16,47.0,44.0,6,0,1,1
1006,2015,12,16,40.0,39.0,6,0,1,1
1007,2015,12,16,37.0,39.0,0,0,0,1
1008,2015,1,17,42.0,47.0,6,1,0,1
1009,2015,1,17,37.0,53.5,6,1,0,1
1010,2015,1,17,39.0,41.0,6,0,0,1
1011,2015,1,17,48.0,45.0,6,0,1,1
1012,2015,1,17,44.0,45.0,6,0,0,1
1013,2015,1,17,40.0,41.0,6,0,0,1
1014,2015,1,17,40.0,47.0,6,0,0,1
1015,2015,1,17,57.0,41.0,6,1,1,1
1016,2015,1,17,47.0,42.0,6,0,1,1
1017,2015,1,17,33.0,44.0,6,0,0,1
1018,2015,1,17,36.0,45.0,6,1,0,1
1019,2015,1,17,54.0,39.0,6,1,1,1
1020,2015,1,17,40.0,43.5,6,0,0,1
1021,2015,1,17,30.0,46.5,6,0,0,1
1022,2015,1,17,65.0,51.0,6,0,1,1
1023,2015,1,17,35.0,38.5,6,0,0,1
1024,2016,9,1,41.0,40.5,3,0,1,1
1025,2016,9,1,44.0,44.0,6,1,0,1
1026,2016,9,1,55.0,47.0,6,1,1,1
1027,2016,9,1,20.0,44.5,6,0,0,1
1028,2016,9,1,39.0,47.5,6,1,0,1
1029,2016,9,1,37.0,42.5,6,1,0,1
1030,2016,9,1,74.0,51.5,6,1,1,1
1031,2016,9,1,50.0,47.5,6,0,1,1
1032,2016,9,1,60.0,46.0,6,0,1,1
1033,2016,9,1,69.0,50.5,6,1,1,1
1034,2016,9,1,45.0,42.0,6,0,1,1
1035,2016,9,1,39.0,41.0,6,0,0,1
1036,2016,9,1,22.0,44.0,6,0,0,1
1037,2016,9,1,41.0,40.0,6,0,1,1
1038,2016,9,1,28.0,43.5,0,0,0,1
1039,2016,9,1,54.0,49.0,0,0,1,1
1040,2016,9,2,68.0,40.5,3,0,1,1
1041,2016,9,2,47.0,49.5,6,1,0,1
1042,2016,9,2,73.0,44.0,6,0,1,1
1043,2016,9,2,45.0,42.0,6,0,1,1
1044,2016,9,2,54.0,47.0,6,0,1,1
1045,2016,9,2,31.0,48.0,6,1,0,1
1046,2016,9,2,31.0,42.0,6,1,0,1
1047,2016,9,2,12.0,38.0,6,0,0,1
1048,2016,9,2,31.0,43.0,6,1,0,1
1049,2016,9,2,55.0,42.0,6,0,1,1
1050,2016,9,2,29.0,54.5,6,0,0,1
1051,2016,9,2,63.0,48.0,6,0,1,1
1052,2016,9,2,40.0,48.0,6,0,0,1
1053,2016,9,2,52.0,47.5,6,0,1,1
1054,2016,9,2,50.0,47.0,6,0,1,1
1055,2016,9,2,43.0,43.0,0,0,0,1
1056,2016,9,3,27.0,38.5,3,0,0,1
1057,2016,9,3,51.0,48.0,6,0,1,1
1058,2016,9,3,32.0,42.5,6,0,0,1
1059,2016,9,3,46.0,41.5,6,0,1,1
1060,2016,9,3,48.0,45.0,6,1,1,1
1061,2016,9,3,61.0,47.5,6,0,1,1
1062,2016,9,3,48.0,51.5,6,1,0,1
1063,2016,9,3,36.0,45.0,6,0,0,1
1064,2016,9,3,27.0,44.5,6,0,0,1
1065,2016,9,3,54.0,42.5,6,0,1,1
1066,2016,9,3,56.0,47.0,6,0,1,1
1067,2016,9,3,37.0,46.5,6,0,0,1
1068,2016,9,3,55.0,41.5,6,0,1,1
1069,2016,9,3,69.0,40.5,6,0,1,1
1070,2016,9,3,27.0,47.0,6,0,0,1
1071,2016,9,3,77.0,54.5,0,1,1,1
1072,2016,9,4,29.0,46.5,3,0,0,1
1073,2016,10,4,30.0,43.5,6,1,0,1
1074,2016,10,4,81.0,48.5,6,1,1,1
1075,2016,10,4,55.0,45.0,6,0,1,1
1076,2016,10,4,31.0,48.0,6,0,0,1
1077,2016,10,4,47.0,40.0,6,1,1,1
1078,2016,10,4,57.0,48.5,6,0,1,1
1079,2016,10,4,16.0,41.0,6,0,0,1
1080,2016,10,4,44.0,40.0,6,0,1,1
1081,2016,10,4,57.0,48.5,6,0,1,1
1082,2016,10,4,69.0,54.0,6,0,1,1
1083,2016,10,4,41.0,44.0,6,0,0,1
1084,2016,10,4,34.0,42.5,6,0,0,1
1085,2016,10,4,51.0,47.5,6,0,1,1
1086,2016,10,4,34.0,42.5,0,1,0,1
1087,2016,10,5,54.0,42.5,3,0,1,1
1088,2016,10,5,26.0,44.5,6,0,0,1
1089,2016,10,5,46.0,47.5,6,0,0,1
1090,2016,10,5,42.0,46.0,6,1,0,1
1091,2016,10,5,39.0,44.5,6,0,0,1
1092,2016,10,5,47.0,46.0,6,1,1,1
1093,2016,10,5,39.0,49.0,6,0,0,1
1094,2016,10,5,52.0,47.5,6,1,1,1
1095,2016,10,5,49.0,41.5,6,0,1,1
1096,2016,10,5,47.0,44.5,6,0,1,1
1097,2016,10,5,44.0,39.0,6,1,1,1
1098,2016,10,5,65.0,50.5,6,0,1,1
1099,2016,10,5,44.0,50.0,6,0,0,1
